State,Year,Quarter,District,RegisteredUsers,AppOpens
Uttar Pradesh,2023,1,Azamgarh District,819779,11307201
Uttar Pradesh,2023,1,Ayodhya District,523710,10757063
Uttar Pradesh,2023,1,Deoria District,696661,5466831
Uttar Pradesh,2023,1,Ghaziabad District,2798185,10598661
Uttar Pradesh,2019,1,Amethi District,80707,0
Uttar Pradesh,2019,1,Siddharthnagar District,74730,0
Uttar Pradesh,2019,1,Auraiya District,61805,0
Uttar Pradesh,2019,1,Sambhal District,60840,0
Uttar Pradesh,2019,1,Kanpur Nagar District,511583,0
Uttar Pradesh,2019,1,Aligarh District,221771,0
Uttar Pradesh,2019,1,Mahoba District,33600,0
Uttar Pradesh,2019,1,Lucknow District,896208,0
Uttar Pradesh,2019,1,Sant Kabeer Nagar District,61589,0
Uttar Pradesh,2019,1,Hathras District,71141,0
Uttar Pradesh,2019,1,Budaun District,79306,0
Uttar Pradesh,2019,1,Moradabad District,149856,0
Uttar Pradesh,2019,1,Kushinagar District,178069,0
Uttar Pradesh,2019,1,Baghpat District,79331,0
Uttar Pradesh,2019,1,Shahjahanpur District,102828,0
Uttar Pradesh,2019,1,Muzaffarnagar District,146672,0
Uttar Pradesh,2019,1,Ambedkar Nagar District,105456,0
Uttar Pradesh,2019,1,Bahraich District,68614,0
Uttar Pradesh,2019,1,Jalaun District,82094,0
Uttar Pradesh,2019,1,Rampur District,78177,0
Uttar Pradesh,2019,1,Ballia District,171902,0
Uttar Pradesh,2019,1,Shravasti District,16894,0
Uttar Pradesh,2019,1,Kasganj District,46990,0
Uttar Pradesh,2019,1,Varanasi District,524667,0
Uttar Pradesh,2019,1,Gautam Buddha Nagar District,1143614,0
Uttar Pradesh,2019,1,Basti District,110068,0
Uttar Pradesh,2019,1,Shamli District,60928,0
Uttar Pradesh,2019,1,Maharajganj District,116789,0
Uttar Pradesh,2019,1,Etawah District,79764,0
Uttar Pradesh,2019,1,Etah District,62643,0
Uttar Pradesh,2019,1,Banda District,51294,0
Uttar Pradesh,2019,1,Bijnor District,142913,0
Uttar Pradesh,2019,1,Hardoi District,97562,0
Uttar Pradesh,2019,1,Balrampur District,44496,0
Uttar Pradesh,2019,1,Amroha District,77180,0
Uttar Pradesh,2019,1,Pilibhit District,76898,0
Uttar Pradesh,2019,1,Mainpuri District,74458,0
Uttar Pradesh,2019,1,Kanpur Dehat District,55057,0
Uttar Pradesh,2019,1,Jaunpur District,229957,0
Uttar Pradesh,2019,1,Kaushambi District,36501,0
Uttar Pradesh,2019,1,Hapur District,97238,0
Uttar Pradesh,2019,1,Hamirpur District,44913,0
Uttar Pradesh,2019,1,Meerut District,311930,0
Uttar Pradesh,2019,1,Mathura District,196168,0
Uttar Pradesh,2019,1,Chitrakoot District,29453,0
Uttar Pradesh,2019,1,Lalitpur District,52158,0
Uttar Pradesh,2019,1,Mau District,103587,0
Uttar Pradesh,2019,1,Mirzapur District,118790,0
Uttar Pradesh,2019,1,Bulandshahr District,171533,0
Uttar Pradesh,2019,1,Gonda District,102076,0
Uttar Pradesh,2019,1,Jhansi District,178538,0
Uttar Pradesh,2019,1,Chandauli District,108979,0
Uttar Pradesh,2019,1,Bhadohi District,80947,0
Uttar Pradesh,2019,1,Pratapgarh District,121687,0
Uttar Pradesh,2019,1,Saharanpur District,195185,0
Uttar Pradesh,2019,1,Bara Banki District,96470,0
Uttar Pradesh,2019,1,Bareilly District,279714,0
Uttar Pradesh,2019,1,Sitapur District,125826,0
Uttar Pradesh,2019,1,Sultanpur District,105768,0
Uttar Pradesh,2019,1,Agra District,392222,0
Uttar Pradesh,2019,1,Fatehpur District,71857,0
Uttar Pradesh,2019,1,Rae Bareli District,92979,0
Uttar Pradesh,2019,1,Firozabad District,114566,0
Uttar Pradesh,2019,1,Kheri District,139817,0
Uttar Pradesh,2019,1,Gorakhpur District,336196,0
Uttar Pradesh,2019,1,Unnao District,95607,0
Uttar Pradesh,2019,1,Prayagraj District,532230,0
Uttar Pradesh,2019,1,Sonbhadra District,107237,0
Uttar Pradesh,2019,1,Ghazipur District,185130,0
Uttar Pradesh,2019,1,Farrukhabad District,72462,0
Uttar Pradesh,2019,1,Kannauj District,60722,0
Uttar Pradesh,2019,1,Azamgarh District,203791,0
Uttar Pradesh,2019,1,Ayodhya District,136314,0
Uttar Pradesh,2019,1,Deoria District,172036,0
Uttar Pradesh,2019,1,Ghaziabad District,859583,0
Uttar Pradesh,2021,1,Amethi District,209408,3797616
Uttar Pradesh,2021,1,Siddharthnagar District,213056,5043863
Uttar Pradesh,2021,1,Auraiya District,162129,3205592
Uttar Pradesh,2021,1,Sambhal District,173933,3289299
Uttar Pradesh,2021,1,Kanpur Nagar District,1100587,21921245
Uttar Pradesh,2021,1,Aligarh District,588461,12681750
Uttar Pradesh,2021,1,Mahoba District,85807,1528269
Uttar Pradesh,2021,1,Lucknow District,1813076,43670344
Uttar Pradesh,2021,1,Sant Kabeer Nagar District,164355,3480061
Uttar Pradesh,2021,1,Hathras District,197275,3974475
Uttar Pradesh,2021,1,Budaun District,229929,3934634
Uttar Pradesh,2021,1,Moradabad District,399160,7973523
Uttar Pradesh,2021,1,Kushinagar District,437393,10502078
Uttar Pradesh,2021,1,Baghpat District,207627,5012968
Uttar Pradesh,2021,1,Shahjahanpur District,265197,4231018
Uttar Pradesh,2021,1,Muzaffarnagar District,387177,8303720
Uttar Pradesh,2021,1,Ambedkar Nagar District,259324,4376892
Uttar Pradesh,2021,1,Bahraich District,194163,3507029
Uttar Pradesh,2021,1,Jalaun District,195777,3709496
Uttar Pradesh,2021,1,Rampur District,211156,3922735
Uttar Pradesh,2021,1,Ballia District,412104,8444901
Uttar Pradesh,2021,1,Shravasti District,49462,912847
Uttar Pradesh,2021,1,Kasganj District,134535,2391474
Uttar Pradesh,2021,1,Varanasi District,1079309,19374684
Uttar Pradesh,2021,1,Gautam Buddha Nagar District,2181874,77986145
Uttar Pradesh,2021,1,Basti District,275414,5856483
Uttar Pradesh,2021,1,Shamli District,163182,3497004
Uttar Pradesh,2021,1,Maharajganj District,279707,5572104
Uttar Pradesh,2021,1,Etawah District,213975,4380134
Uttar Pradesh,2021,1,Etah District,183538,3456357
Uttar Pradesh,2021,1,Banda District,131226,2164421
Uttar Pradesh,2021,1,Bijnor District,381195,7407766
Uttar Pradesh,2021,1,Hardoi District,272411,4193558
Uttar Pradesh,2021,1,Balrampur District,127631,2667989
Uttar Pradesh,2021,1,Amroha District,208607,4613416
Uttar Pradesh,2021,1,Pilibhit District,199023,3097811
Uttar Pradesh,2021,1,Mainpuri District,212294,3847516
Uttar Pradesh,2021,1,Kanpur Dehat District,159123,3271176
Uttar Pradesh,2021,1,Jaunpur District,558808,10355919
Uttar Pradesh,2021,1,Kaushambi District,107994,1859694
Uttar Pradesh,2021,1,Hapur District,249914,6658932
Uttar Pradesh,2021,1,Hamirpur District,109551,1961142
Uttar Pradesh,2021,1,Meerut District,741901,16769292
Uttar Pradesh,2021,1,Mathura District,541676,13042102
Uttar Pradesh,2021,1,Chitrakoot District,76935,1446130
Uttar Pradesh,2021,1,Lalitpur District,132483,2886753
Uttar Pradesh,2021,1,Mau District,252570,4270719
Uttar Pradesh,2021,1,Mirzapur District,269927,4778747
Uttar Pradesh,2021,1,Bulandshahr District,461596,11278900
Uttar Pradesh,2021,1,Gonda District,261669,5605556
Uttar Pradesh,2021,1,Jhansi District,402240,9769874
Uttar Pradesh,2021,1,Chandauli District,259262,4759999
Uttar Pradesh,2021,1,Bhadohi District,196533,3395245
Uttar Pradesh,2021,1,Pratapgarh District,316627,5871740
Uttar Pradesh,2021,1,Saharanpur District,505178,11541497
Uttar Pradesh,2021,1,Bara Banki District,249182,4543982
Uttar Pradesh,2021,1,Bareilly District,662143,12240686
Uttar Pradesh,2021,1,Sitapur District,338854,4481686
Uttar Pradesh,2021,1,Sultanpur District,258614,4674936
Uttar Pradesh,2021,1,Agra District,974389,20226003
Uttar Pradesh,2021,1,Fatehpur District,193171,3064288
Uttar Pradesh,2021,1,Rae Bareli District,226301,3836529
Uttar Pradesh,2021,1,Firozabad District,353729,6411184
Uttar Pradesh,2021,1,Kheri District,380108,4949153
Uttar Pradesh,2021,1,Gorakhpur District,780306,16582486
Uttar Pradesh,2021,1,Unnao District,251530,4064340
Uttar Pradesh,2021,1,Prayagraj District,1143612,25056524
Uttar Pradesh,2021,1,Sonbhadra District,234618,5684193
Uttar Pradesh,2021,1,Ghazipur District,443311,8162326
Uttar Pradesh,2021,1,Farrukhabad District,198513,3663937
Uttar Pradesh,2021,1,Kannauj District,169332,2859076
Uttar Pradesh,2021,1,Azamgarh District,501473,8619959
Uttar Pradesh,2021,1,Ayodhya District,320746,5978927
Uttar Pradesh,2021,1,Deoria District,424347,9305742
Uttar Pradesh,2021,1,Ghaziabad District,1773332,47857733
Uttar Pradesh,2020,1,Amethi District,136952,2245853
Uttar Pradesh,2020,1,Siddharthnagar District,132802,2569918
Uttar Pradesh,2020,1,Auraiya District,106853,1866472
Uttar Pradesh,2020,1,Sambhal District,107252,1601899
Uttar Pradesh,2020,1,Kanpur Nagar District,788847,13496514
Uttar Pradesh,2020,1,Aligarh District,389467,6865074
Uttar Pradesh,2020,1,Mahoba District,54536,816864
Uttar Pradesh,2020,1,Lucknow District,1329098,25199798
Uttar Pradesh,2020,1,Sant Kabeer Nagar District,106578,1940909
Uttar Pradesh,2020,1,Hathras District,127615,2209807
Uttar Pradesh,2020,1,Budaun District,141211,2166711
Uttar Pradesh,2020,1,Moradabad District,257312,4170631
Uttar Pradesh,2020,1,Kushinagar District,294988,5937399
Uttar Pradesh,2020,1,Baghpat District,138206,2557446
Uttar Pradesh,2020,1,Shahjahanpur District,171075,2516626
Uttar Pradesh,2020,1,Muzaffarnagar District,253057,4155457
Uttar Pradesh,2020,1,Ambedkar Nagar District,173558,2877264
Uttar Pradesh,2020,1,Bahraich District,118691,1816527
Uttar Pradesh,2020,1,Jalaun District,130530,2040618
Uttar Pradesh,2020,1,Rampur District,133897,2146614
Uttar Pradesh,2020,1,Ballia District,279850,4843958
Uttar Pradesh,2020,1,Shravasti District,29560,473164
Uttar Pradesh,2020,1,Kasganj District,85463,1362177
Uttar Pradesh,2020,1,Varanasi District,777234,13178057
Uttar Pradesh,2020,1,Gautam Buddha Nagar District,1656331,51730780
Uttar Pradesh,2020,1,Basti District,182992,3369249
Uttar Pradesh,2020,1,Shamli District,105856,1850600
Uttar Pradesh,2020,1,Maharajganj District,189603,3159725
Uttar Pradesh,2020,1,Etawah District,139252,2328900
Uttar Pradesh,2020,1,Etah District,116306,1901928
Uttar Pradesh,2020,1,Banda District,85004,1280634
Uttar Pradesh,2020,1,Bijnor District,245713,3838793
Uttar Pradesh,2020,1,Hardoi District,166833,2473365
Uttar Pradesh,2020,1,Balrampur District,79242,1322478
Uttar Pradesh,2020,1,Amroha District,132719,2256887
Uttar Pradesh,2020,1,Pilibhit District,131381,1965708
Uttar Pradesh,2020,1,Mainpuri District,135739,2075154
Uttar Pradesh,2020,1,Kanpur Dehat District,99757,1818141
Uttar Pradesh,2020,1,Jaunpur District,376245,6203627
Uttar Pradesh,2020,1,Kaushambi District,67498,1094664
Uttar Pradesh,2020,1,Hapur District,166710,3278620
Uttar Pradesh,2020,1,Hamirpur District,72081,1126805
Uttar Pradesh,2020,1,Meerut District,509693,9094997
Uttar Pradesh,2020,1,Mathura District,352252,6604782
Uttar Pradesh,2020,1,Chitrakoot District,49532,784796
Uttar Pradesh,2020,1,Lalitpur District,85820,1459863
Uttar Pradesh,2020,1,Mau District,168403,2477419
Uttar Pradesh,2020,1,Mirzapur District,184275,2887354
Uttar Pradesh,2020,1,Bulandshahr District,300819,5867028
Uttar Pradesh,2020,1,Gonda District,170132,3042875
Uttar Pradesh,2020,1,Jhansi District,279897,5368682
Uttar Pradesh,2020,1,Chandauli District,173797,2860413
Uttar Pradesh,2020,1,Bhadohi District,131750,2035659
Uttar Pradesh,2020,1,Pratapgarh District,208100,3235514
Uttar Pradesh,2020,1,Saharanpur District,332027,6277349
Uttar Pradesh,2020,1,Bara Banki District,163878,2756219
Uttar Pradesh,2020,1,Bareilly District,452872,7537061
Uttar Pradesh,2020,1,Sitapur District,223690,2708933
Uttar Pradesh,2020,1,Sultanpur District,175425,2899397
Uttar Pradesh,2020,1,Agra District,668251,11430582
Uttar Pradesh,2020,1,Fatehpur District,123288,1785866
Uttar Pradesh,2020,1,Rae Bareli District,151785,2282305
Uttar Pradesh,2020,1,Firozabad District,221119,3395140
Uttar Pradesh,2020,1,Kheri District,242677,3212975
Uttar Pradesh,2020,1,Gorakhpur District,539316,9223906
Uttar Pradesh,2020,1,Unnao District,163038,2496442
Uttar Pradesh,2020,1,Prayagraj District,816436,15702170
Uttar Pradesh,2020,1,Sonbhadra District,163017,3124763
Uttar Pradesh,2020,1,Ghazipur District,299524,4965935
Uttar Pradesh,2020,1,Farrukhabad District,127474,2023828
Uttar Pradesh,2020,1,Kannauj District,110383,1588330
Uttar Pradesh,2020,1,Azamgarh District,334030,5125163
Uttar Pradesh,2020,1,Ayodhya District,217835,3602820
Uttar Pradesh,2020,1,Deoria District,285363,5151940
Uttar Pradesh,2020,1,Ghaziabad District,1296464,29139762
Uttar Pradesh,2018,1,Amethi District,28949,0
Uttar Pradesh,2018,1,Siddharthnagar District,24858,0
Uttar Pradesh,2018,1,Auraiya District,21705,0
Uttar Pradesh,2018,1,Sambhal District,22039,0
Uttar Pradesh,2018,1,Kanpur Nagar District,208389,0
Uttar Pradesh,2018,1,Aligarh District,84375,0
Uttar Pradesh,2018,1,Mahoba District,12930,0
Uttar Pradesh,2018,1,Lucknow District,380070,0
Uttar Pradesh,2018,1,Sant Kabeer Nagar District,19906,0
Uttar Pradesh,2018,1,Hathras District,24848,0
Uttar Pradesh,2018,1,Budaun District,28217,0
Uttar Pradesh,2018,1,Moradabad District,57057,0
Uttar Pradesh,2018,1,Kushinagar District,60631,0
Uttar Pradesh,2018,1,Baghpat District,27155,0
Uttar Pradesh,2018,1,Shahjahanpur District,39155,0
Uttar Pradesh,2018,1,Muzaffarnagar District,56136,0
Uttar Pradesh,2018,1,Ambedkar Nagar District,36853,0
Uttar Pradesh,2018,1,Bahraich District,23003,0
Uttar Pradesh,2018,1,Jalaun District,32085,0
Uttar Pradesh,2018,1,Rampur District,30312,0
Uttar Pradesh,2018,1,Ballia District,59431,0
Uttar Pradesh,2018,1,Shravasti District,5380,0
Uttar Pradesh,2018,1,Kasganj District,15670,0
Uttar Pradesh,2018,1,Varanasi District,206788,0
Uttar Pradesh,2018,1,Gautam Buddha Nagar District,448768,0
Uttar Pradesh,2018,1,Basti District,38586,0
Uttar Pradesh,2018,1,Shamli District,23247,0
Uttar Pradesh,2018,1,Maharajganj District,33481,0
Uttar Pradesh,2018,1,Etawah District,28534,0
Uttar Pradesh,2018,1,Etah District,19926,0
Uttar Pradesh,2018,1,Banda District,18718,0
Uttar Pradesh,2018,1,Bijnor District,52039,0
Uttar Pradesh,2018,1,Hardoi District,33813,0
Uttar Pradesh,2018,1,Balrampur District,13778,0
Uttar Pradesh,2018,1,Amroha District,27497,0
Uttar Pradesh,2018,1,Pilibhit District,28407,0
Uttar Pradesh,2018,1,Mainpuri District,25568,0
Uttar Pradesh,2018,1,Kanpur Dehat District,18293,0
Uttar Pradesh,2018,1,Jaunpur District,78930,0
Uttar Pradesh,2018,1,Kaushambi District,12102,0
Uttar Pradesh,2018,1,Hapur District,34731,0
Uttar Pradesh,2018,1,Hamirpur District,16985,0
Uttar Pradesh,2018,1,Meerut District,123619,0
Uttar Pradesh,2018,1,Mathura District,70100,0
Uttar Pradesh,2018,1,Chitrakoot District,10679,0
Uttar Pradesh,2018,1,Lalitpur District,20957,0
Uttar Pradesh,2018,1,Mau District,36792,0
Uttar Pradesh,2018,1,Mirzapur District,39327,0
Uttar Pradesh,2018,1,Bulandshahr District,60527,0
Uttar Pradesh,2018,1,Gonda District,34648,0
Uttar Pradesh,2018,1,Jhansi District,74623,0
Uttar Pradesh,2018,1,Chandauli District,38971,0
Uttar Pradesh,2018,1,Bhadohi District,29109,0
Uttar Pradesh,2018,1,Pratapgarh District,41557,0
Uttar Pradesh,2018,1,Saharanpur District,73819,0
Uttar Pradesh,2018,1,Bara Banki District,36150,0
Uttar Pradesh,2018,1,Bareilly District,112369,0
Uttar Pradesh,2018,1,Sitapur District,39869,0
Uttar Pradesh,2018,1,Sultanpur District,38698,0
Uttar Pradesh,2018,1,Agra District,148387,0
Uttar Pradesh,2018,1,Fatehpur District,26460,0
Uttar Pradesh,2018,1,Rae Bareli District,34388,0
Uttar Pradesh,2018,1,Firozabad District,40297,0
Uttar Pradesh,2018,1,Kheri District,51685,0
Uttar Pradesh,2018,1,Gorakhpur District,132769,0
Uttar Pradesh,2018,1,Unnao District,33339,0
Uttar Pradesh,2018,1,Prayagraj District,220198,0
Uttar Pradesh,2018,1,Sonbhadra District,44097,0
Uttar Pradesh,2018,1,Ghazipur District,64317,0
Uttar Pradesh,2018,1,Farrukhabad District,26440,0
Uttar Pradesh,2018,1,Kannauj District,19583,0
Uttar Pradesh,2018,1,Azamgarh District,68976,0
Uttar Pradesh,2018,1,Ayodhya District,51410,0
Uttar Pradesh,2018,1,Deoria District,61062,0
Uttar Pradesh,2018,1,Ghaziabad District,329683,0
Goa,2022,1,North Goa District,456250,9699093
Goa,2022,1,South Goa District,282378,8979705
Goa,2024,1,North Goa District,637677,15295964
Goa,2024,1,South Goa District,397373,15872352
Goa,2023,1,North Goa District,550554,11867919
Goa,2023,1,South Goa District,341631,10962012
Goa,2019,1,North Goa District,147802,0
Goa,2019,1,South Goa District,90350,0
Goa,2021,1,North Goa District,352593,10384042
Goa,2021,1,South Goa District,217442,5083630
Goa,2020,1,North Goa District,244309,4665113
Goa,2020,1,South Goa District,147591,2482120
Goa,2018,1,North Goa District,57769,0
Goa,2018,1,South Goa District,34167,0
Punjab,2022,1,Shahid Bhagat Singh Nagar District,82505,2318330
Punjab,2022,1,Fazilka District,327088,9879695
Punjab,2022,1,Barnala District,105069,2500243
Punjab,2022,1,Mansa District,142032,4018980
Punjab,2022,1,Ludhiana District,1476288,9631471
Punjab,2022,1,Sri Muktsar Sahib District,166210,5576982
Punjab,2022,1,Patiala District,550482,6937640
Punjab,2022,1,Pathankot District,193189,3072838
Punjab,2022,1,Fatehgarh Sahib District,147969,2106330
Punjab,2022,1,Rupnagar District,164884,2500397
Punjab,2022,1,Tarn Taran District,145686,7511204
Punjab,2022,1,Sas Nagar District,817209,5856847
Punjab,2022,1,Sangrur District,321129,6238824
Punjab,2022,1,Jalandhar District,560393,5869719
Punjab,2022,1,Bathinda District,378864,9419283
Punjab,2022,1,Kapurthala District,160149,3276633
Punjab,2022,1,Firozepur District,177916,4907969
Punjab,2022,1,Gurdaspur District,247179,5206011
Punjab,2022,1,Amritsar District,593970,7837937
Punjab,2022,1,Faridkot District,123441,2956949
Punjab,2022,1,Hoshiarpur District,274004,5849019
Punjab,2022,1,Moga District,147070,4009506
Punjab,2024,1,Shahid Bhagat Singh Nagar District,115446,11484724
Punjab,2024,1,Fazilka District,465859,29328500
Punjab,2024,1,Barnala District,148058,10147936
Punjab,2024,1,Mansa District,203353,16346042
Punjab,2024,1,Ludhiana District,2111816,42257353
Punjab,2024,1,Sri Muktsar Sahib District,233960,20910662
Punjab,2024,1,Patiala District,768945,20622360
Punjab,2024,1,Pathankot District,272259,6327755
Punjab,2024,1,Fatehgarh Sahib District,208953,8429180
Punjab,2024,1,Rupnagar District,232964,10046063
Punjab,2024,1,Tarn Taran District,202765,37340540
Punjab,2024,1,Sas Nagar District,1140194,11230245
Punjab,2024,1,Sangrur District,451041,22963472
Punjab,2024,1,Jalandhar District,787722,29619038
Punjab,2024,1,Bathinda District,534058,28504732
